type,severity,message,project_name,project_code,ministry,sector,state,risk_score
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,GANDHIGRAM UG MINE,615206.0,Ministry of Coal,Coal,Madhya Pradesh,61.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,JAYANT EXPN. [20 TO 38 MTPA],619032.0,Ministry of Coal,Coal,Madhya Pradesh,22.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,RPR FOR RAMPUR BATURA OCP,619053.0,Ministry of Coal,Coal,Madhya Pradesh,21.6
EXPENDITURE_LAG,CRITICAL,Only 19% budget spent but 74% time elapsed,BHATADI EXPANSION OC,400033.0,Ministry of Coal,Coal,Maharashtra,28.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,BHATADI EXPANSION OC,400033.0,Ministry of Coal,Coal,Maharashtra,28.5
TIME_OVERRUN,WARNING,Delayed by 24 months,AMALGAMATED YEKONA I & YEKONA,400177.0,Ministry of Coal,Coal,Maharashtra,38.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,AMALGAMATED YEKONA I & YEKONA,400177.0,Ministry of Coal,Coal,Maharashtra,38.4
PF_GAP,WARNING,Physical-Financial gap of -55.6%,DINESH[MAKARDHOKRA-III] OC,400178.0,Ministry of Coal,Coal,Maharashtra,26.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,DINESH[MAKARDHOKRA-III] OC,400178.0,Ministry of Coal,Coal,Maharashtra,26.9
EXPENDITURE_LAG,CRITICAL,Only 25% budget spent but 77% time elapsed,DHUPTALA OC [SASTI UG TO OC ],400353.0,Ministry of Coal,Coal,Maharashtra,27.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,DHUPTALA OC [SASTI UG TO OC ],400353.0,Ministry of Coal,Coal,Maharashtra,27.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,SAONER UG MINE -1 EXPANSION 1.,615184.0,Ministry of Coal,Coal,Maharashtra,10.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,SASTI EXPANSION OPENCAST,615186.0,Ministry of Coal,Coal,Maharashtra,48.5
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 89% time elapsed,NEW MAJRI UG TO OC 3 MTY COST,615188.0,Ministry of Coal,Coal,Maharashtra,30.7
PROGRESS_STAGNATION,CRITICAL,Only 24% progress with 89% time elapsed,NEW MAJRI UG TO OC 3 MTY COST,615188.0,Ministry of Coal,Coal,Maharashtra,30.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,NEW MAJRI UG TO OC 3 MTY COST,615188.0,Ministry of Coal,Coal,Maharashtra,30.7
EXPENDITURE_LAG,CRITICAL,Only 29% budget spent but 113% time elapsed,MAKARDHOKRA EXPN OC 4.9 MTY,615189.0,Ministry of Coal,Coal,Maharashtra,53.8
PROGRESS_STAGNATION,CRITICAL,Only 12% progress with 113% time elapsed,MAKARDHOKRA EXPN OC 4.9 MTY,615189.0,Ministry of Coal,Coal,Maharashtra,53.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,MAKARDHOKRA EXPN OC 4.9 MTY,615189.0,Ministry of Coal,Coal,Maharashtra,53.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,SINGHORI DEEP OC MIN 2.0 MTY,615190.0,Ministry of Coal,Coal,Maharashtra,29.4
EXPENDITURE_LAG,CRITICAL,Only 20% budget spent but 110% time elapsed,GOKUL EXTENSION OC MINE,615192.0,Ministry of Coal,Coal,Maharashtra,53.8
PROGRESS_STAGNATION,CRITICAL,Only 8% progress with 110% time elapsed,GOKUL EXTENSION OC MINE,615192.0,Ministry of Coal,Coal,Maharashtra,53.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,GOKUL EXTENSION OC MINE,615192.0,Ministry of Coal,Coal,Maharashtra,53.8
EXPENDITURE_LAG,CRITICAL,Only 13% budget spent but 86% time elapsed,KOLGAON EXPANSION DEEP OC MINE,615199.0,Ministry of Coal,Coal,Maharashtra,25.1
PROGRESS_STAGNATION,CRITICAL,Only 4% progress with 86% time elapsed,KOLGAON EXPANSION DEEP OC MINE,615199.0,Ministry of Coal,Coal,Maharashtra,25.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,BALLARPUR NORTH WEST OC MINE,615330.0,Ministry of Coal,Coal,Maharashtra,30.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,GADEGAON OC 3 MTY,615331.0,Ministry of Coal,Coal,Maharashtra,21.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,GHONSA EXPANSION DEEP OC MINE,615914.0,Ministry of Coal,Coal,Maharashtra,30.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,AMLG GAURI PAUNI EXPANSION OC,615916.0,Ministry of Coal,Coal,Maharashtra,21.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,GAURIDEEP/GAURI CENTRAL OCP 7.,615917.0,Ministry of Coal,Coal,Maharashtra,23.5
EXPENDITURE_LAG,CRITICAL,Only 11% budget spent but 73% time elapsed,RPR OF BHANEGAON OC,615918.0,Ministry of Coal,Coal,Maharashtra,30.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,RPR OF BHANEGAON OC,615918.0,Ministry of Coal,Coal,Maharashtra,30.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,N. EXTN. MUNGOLI NIRGUDA D OCP,615919.0,Ministry of Coal,Coal,Maharashtra,18.3
TIME_OVERRUN,CRITICAL,Delayed by 60 months,NILJAI EXPANSION DEEP OCP,615982.0,Ministry of Coal,Coal,Maharashtra,50.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,NILJAI EXPANSION DEEP OCP,615982.0,Ministry of Coal,Coal,Maharashtra,50.0
PF_GAP,WARNING,Physical-Financial gap of 23.3%,UKNI DEEP OC MINE -COST PLUS,616044.0,Ministry of Coal,Coal,Maharashtra,46.4
TIME_OVERRUN,CRITICAL,Delayed by 72 months,UKNI DEEP OC MINE -COST PLUS,616044.0,Ministry of Coal,Coal,Maharashtra,46.4
PF_GAP,WARNING,Physical-Financial gap of 44.5%,AMALGAMATED INDER-KAMPTEE DEEP,616050.0,Ministry of Coal,Coal,Maharashtra,53.8
TIME_OVERRUN,WARNING,Delayed by 36 months,AMALGAMATED INDER-KAMPTEE DEEP,616050.0,Ministry of Coal,Coal,Maharashtra,53.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,AMALGAMATED INDER-KAMPTEE DEEP,616050.0,Ministry of Coal,Coal,Maharashtra,53.8
PF_GAP,WARNING,Physical-Financial gap of 20.3%,ADASA UG TO OC MINE,616223.0,Ministry of Coal,Coal,Maharashtra,47.5
TIME_OVERRUN,WARNING,Delayed by 36 months,ADASA UG TO OC MINE,616223.0,Ministry of Coal,Coal,Maharashtra,47.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,ADASA UG TO OC MINE,616223.0,Ministry of Coal,Coal,Maharashtra,47.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,AMAL GONDEGAON GHATROHANA EXPN,616229.0,Ministry of Coal,Coal,Maharashtra,23.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,WAGHODA UG MINE [1.02 MTY],617233.0,Ministry of Coal,Coal,Maharashtra,23.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,KOLARPIMPRI EXPANSION OC [2.5,617278.0,Ministry of Coal,Coal,Maharashtra,23.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,SAONER-III EXPN UG MINE 1.54,619055.0,Ministry of Coal,Coal,Maharashtra,23.0
TIME_OVERRUN,WARNING,Delayed by 36 months,BINA KAKRI AMALGAMATION EXPANS,400369.0,Ministry of Coal,Coal,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)",37.2
PF_GAP,WARNING,Physical-Financial gap of -20.1%,KHADIA EXPANSION [10 TO 16 MTP,615183.0,Ministry of Coal,Coal,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)",40.0
TIME_OVERRUN,WARNING,Delayed by 24 months,KHADIA EXPANSION [10 TO 16 MTP,615183.0,Ministry of Coal,Coal,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)",40.0
PF_GAP,WARNING,Physical-Financial gap of -32.1%,SUBHADRA OCP,400165.0,Ministry of Coal,Coal,Odisha,9.0
EXPENDITURE_LAG,CRITICAL,Only 28% budget spent but 71% time elapsed,BALARAM EXPANSION OCP,400183.0,Ministry of Coal,Coal,Odisha,19.5
PF_GAP,WARNING,Physical-Financial gap of 34.6%,BALARAM EXPANSION OCP,400183.0,Ministry of Coal,Coal,Odisha,19.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Naini Coal Mine,615857.0,Ministry of Coal,Coal,Odisha,19.8
PF_GAP,WARNING,Physical-Financial gap of 25.1%,BHUBANESWARI EXPN OCP 50 MTY,616231.0,Ministry of Coal,Coal,Odisha,16.8
PF_GAP,WARNING,Physical-Financial gap of -28.2%,BALABHADRA OCP,616233.0,Ministry of Coal,Coal,Odisha,8.1
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 146% time elapsed,Jawahar Khani Open Cast Mine,615818.0,Ministry of Coal,Coal,Telangana,51.8
PROGRESS_STAGNATION,CRITICAL,Only 20% progress with 146% time elapsed,Jawahar Khani Open Cast Mine,615818.0,Ministry of Coal,Coal,Telangana,51.8
TIME_OVERRUN,WARNING,Delayed by 24 months,Jawahar Khani Open Cast Mine,615818.0,Ministry of Coal,Coal,Telangana,51.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Jawahar Khani Open Cast Mine,615818.0,Ministry of Coal,Coal,Telangana,51.8
EXPENDITURE_LAG,CRITICAL,Only 33% budget spent but 126% time elapsed,Godavarikhani Coal Mine - 5,615860.0,Ministry of Coal,Coal,Telangana,54.1
PF_GAP,WARNING,Physical-Financial gap of 37.9%,Godavarikhani Coal Mine - 5,615860.0,Ministry of Coal,Coal,Telangana,54.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Godavarikhani Coal Mine - 5,615860.0,Ministry of Coal,Coal,Telangana,54.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Indaram Opencast Project,615861.0,Ministry of Coal,Coal,Telangana,45.4
EXPENDITURE_LAG,CRITICAL,Only 32% budget spent but 111% time elapsed,Goleti Opencast Mine,615862.0,Ministry of Coal,Coal,Telangana,38.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Venkatesh Khani Coal Mine,615863.0,Ministry of Coal,Coal,Telangana,15.4
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 109% time elapsed,MOHANPUR EXPANSION OC -PHASE I,400173.0,Ministry of Coal,Coal,West Bengal,53.2
TIME_OVERRUN,CRITICAL,Delayed by 48 months,MOHANPUR EXPANSION OC -PHASE I,400173.0,Ministry of Coal,Coal,West Bengal,53.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,MOHANPUR EXPANSION OC -PHASE I,400173.0,Ministry of Coal,Coal,West Bengal,53.2
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 111% time elapsed,BONJEMEHARI EXPANSION OCP,400180.0,Ministry of Coal,Coal,West Bengal,50.8
PROGRESS_STAGNATION,CRITICAL,Only 17% progress with 111% time elapsed,BONJEMEHARI EXPANSION OCP,400180.0,Ministry of Coal,Coal,West Bengal,50.8
TIME_OVERRUN,CRITICAL,Delayed by 48 months,BONJEMEHARI EXPANSION OCP,400180.0,Ministry of Coal,Coal,West Bengal,50.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,BONJEMEHARI EXPANSION OCP,400180.0,Ministry of Coal,Coal,West Bengal,50.8
EXPENDITURE_LAG,CRITICAL,Only 18% budget spent but 76% time elapsed,NAKRAKONDA KUMARDIH- B OCP,400181.0,Ministry of Coal,Coal,West Bengal,20.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,TILABONI UG,400186.0,Ministry of Coal,Coal,West Bengal,30.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,SONEPUR BAZARI EXPANSION OCP [,400315.0,Ministry of Coal,Coal,West Bengal,28.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,ITAPARA OCP,612816.0,Ministry of Coal,Coal,West Bengal,19.7
EXPENDITURE_LAG,CRITICAL,Only 20% budget spent but 109% time elapsed,SHYAMSUNDARPUR UG INCLUDING SA,613793.0,Ministry of Coal,Coal,West Bengal,51.1
PROGRESS_STAGNATION,CRITICAL,Only 17% progress with 109% time elapsed,SHYAMSUNDARPUR UG INCLUDING SA,613793.0,Ministry of Coal,Coal,West Bengal,51.1
TIME_OVERRUN,WARNING,Delayed by 24 months,SHYAMSUNDARPUR UG INCLUDING SA,613793.0,Ministry of Coal,Coal,West Bengal,51.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,SHYAMSUNDARPUR UG INCLUDING SA,613793.0,Ministry of Coal,Coal,West Bengal,51.1
EXPENDITURE_LAG,CRITICAL,Only 34% budget spent but 71% time elapsed,PARASEA-BELBAID UG PROJECT,613794.0,Ministry of Coal,Coal,West Bengal,25.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,PARASEA-BELBAID UG PROJECT,613794.0,Ministry of Coal,Coal,West Bengal,25.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,PARASCOLE JAMBAD OCP,616230.0,Ministry of Coal,Coal,West Bengal,22.2
PF_GAP,WARNING,Physical-Financial gap of -34.8%,50 MW Wind Power Project,617299.0,Ministry of Coal,Electricity Generation,Gujarat,46.4
TIME_OVERRUN,WARNING,Delayed by 18 months,50 MW Wind Power Project,617299.0,Ministry of Coal,Electricity Generation,Gujarat,46.4
EXPENDITURE_LAG,CRITICAL,Only 6% budget spent but 91% time elapsed,200 MW SPP part of 510 MW CPSU scheme,618991.0,Ministry of Coal,Electricity Generation,Gujarat,33.8
PROGRESS_STAGNATION,CRITICAL,Only 0% progress with 91% time elapsed,200 MW SPP part of 510 MW CPSU scheme,618991.0,Ministry of Coal,Electricity Generation,Gujarat,33.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,200 MW SPP part of 510 MW CPSU scheme,618991.0,Ministry of Coal,Electricity Generation,Gujarat,33.8
EXPENDITURE_LAG,CRITICAL,Only 1% budget spent but 91% time elapsed,100 MW SPP part of SECI 150 MW Hybrid,618992.0,Ministry of Coal,Electricity Generation,Gujarat,33.4
PROGRESS_STAGNATION,CRITICAL,Only 1% progress with 91% time elapsed,100 MW SPP part of SECI 150 MW Hybrid,618992.0,Ministry of Coal,Electricity Generation,Gujarat,33.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,100 MW SPP part of SECI 150 MW Hybrid,618992.0,Ministry of Coal,Electricity Generation,Gujarat,33.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,810 MW Solar Power Project - Rajasthan,618981.0,Ministry of Coal,Electricity Generation,Rajasthan,22.6
COST_ESCALATION,WARNING,Cost escalated by 44.6% from original,Dharamjaigarh-Korba,400203.0,Ministry of Coal,Railways,Chhattisgarh,44.9
EXPENDITURE_LAG,CRITICAL,Only 33% budget spent but 97% time elapsed,Dharamjaigarh-Korba,400203.0,Ministry of Coal,Railways,Chhattisgarh,44.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Dharamjaigarh-Korba,400203.0,Ministry of Coal,Railways,Chhattisgarh,44.9
COST_ESCALATION,WARNING,Cost escalated by 42.5% from original,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia,400416.0,Ministry of Coal,Railways,Jharkhand,71.8
PF_GAP,WARNING,Physical-Financial gap of -27.2%,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia,400416.0,Ministry of Coal,Railways,Jharkhand,71.8
ELEVATED_RISK_ML,WARNING,ML risk score: 72/100,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia,400416.0,Ministry of Coal,Railways,Jharkhand,71.8
TIME_OVERRUN,WARNING,Delayed by 24 months,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia,400416.0,Ministry of Coal,Railways,Jharkhand,71.8
EXPENDITURE_LAG,CRITICAL,Only 40% budget spent but 104% time elapsed,Tubed Coal Mine,400192.0,Ministry of Power,Coal,Jharkhand,38.0
COST_ESCALATION,CRITICAL,Cost escalated by 56.2% from original,Badam Coal Mining project of NTPC,603293.0,Ministry of Power,Coal,Jharkhand,45.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Badam Coal Mining project of NTPC,603293.0,Ministry of Power,Coal,Jharkhand,45.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Dibang Multipurpose Project,602182.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,18.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,186 MW Tato-I H E Project,611699.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,21.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,700 MW Tato-II HE Project,611716.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,21.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Kalai-II Hydro Electric Project [1200 MW],619311.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,21.7
COST_ESCALATION,WARNING,Cost escalated by 31.8% from original,Buxar Thermal Power Project [1320 MW],602579.0,Ministry of Power,Electricity Generation,Bihar,77.1
PF_GAP,WARNING,Physical-Financial gap of -36.5%,Buxar Thermal Power Project [1320 MW],602579.0,Ministry of Power,Electricity Generation,Bihar,77.1
ELEVATED_RISK_ML,WARNING,ML risk score: 77/100,Buxar Thermal Power Project [1320 MW],602579.0,Ministry of Power,Electricity Generation,Bihar,77.1
TIME_OVERRUN,WARNING,Delayed by 28 months,Buxar Thermal Power Project [1320 MW],602579.0,Ministry of Power,Electricity Generation,Bihar,77.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Buxar Thermal Power Project [1320 MW],602579.0,Ministry of Power,Electricity Generation,Bihar,77.1
PF_GAP,WARNING,Physical-Financial gap of -57.2%,Bagodara Solar Power Project,709747.0,Ministry of Power,Electricity Generation,Gujarat,31.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Bagodara Solar Power Project,709747.0,Ministry of Power,Electricity Generation,Gujarat,31.3
COST_ESCALATION,CRITICAL,Cost escalated by 156.3% from original,Dhaulasidh Hydro Electric Project [66 MW],602582.0,Ministry of Power,Electricity Generation,Himachal Pradesh,75.9
PF_GAP,WARNING,Physical-Financial gap of -104.7%,Dhaulasidh Hydro Electric Project [66 MW],602582.0,Ministry of Power,Electricity Generation,Himachal Pradesh,75.9
ELEVATED_RISK_ML,WARNING,ML risk score: 76/100,Dhaulasidh Hydro Electric Project [66 MW],602582.0,Ministry of Power,Electricity Generation,Himachal Pradesh,75.9
TIME_OVERRUN,WARNING,Delayed by 16 months,Dhaulasidh Hydro Electric Project [66 MW],602582.0,Ministry of Power,Electricity Generation,Himachal Pradesh,75.9
COST_ESCALATION,CRITICAL,Cost escalated by 140.0% from original,Luhri Stage-I Hydro Electric Project [210 MW],602593.0,Ministry of Power,Electricity Generation,Himachal Pradesh,89.3
PF_GAP,WARNING,Physical-Financial gap of -57.3%,Luhri Stage-I Hydro Electric Project [210 MW],602593.0,Ministry of Power,Electricity Generation,Himachal Pradesh,89.3
HIGH_RISK_ML,CRITICAL,ML risk score: 89/100,Luhri Stage-I Hydro Electric Project [210 MW],602593.0,Ministry of Power,Electricity Generation,Himachal Pradesh,89.3
TIME_OVERRUN,CRITICAL,Delayed by 52 months,Luhri Stage-I Hydro Electric Project [210 MW],602593.0,Ministry of Power,Electricity Generation,Himachal Pradesh,89.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Luhri Stage-I Hydro Electric Project [210 MW],602593.0,Ministry of Power,Electricity Generation,Himachal Pradesh,89.3
COST_ESCALATION,CRITICAL,Cost escalated by 74.2% from original,Sunni Dam Hydro Electric Project [382 MW],611586.0,Ministry of Power,Electricity Generation,Himachal Pradesh,76.8
ELEVATED_RISK_ML,WARNING,ML risk score: 77/100,Sunni Dam Hydro Electric Project [382 MW],611586.0,Ministry of Power,Electricity Generation,Himachal Pradesh,76.8
TIME_OVERRUN,WARNING,Delayed by 20 months,Sunni Dam Hydro Electric Project [382 MW],611586.0,Ministry of Power,Electricity Generation,Himachal Pradesh,76.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Sunni Dam Hydro Electric Project [382 MW],611586.0,Ministry of Power,Electricity Generation,Himachal Pradesh,76.8
COST_ESCALATION,CRITICAL,Cost escalated by 56.9% from original,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",602525.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",81.0
PF_GAP,WARNING,Physical-Financial gap of -32.8%,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",602525.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",81.0
HIGH_RISK_ML,CRITICAL,ML risk score: 81/100,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",602525.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",81.0
TIME_OVERRUN,CRITICAL,Delayed by 80 months,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",602525.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",81.0
COST_ESCALATION,WARNING,Cost escalated by 26.2% from original,Kiru HE Project,602532.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",64.5
ELEVATED_RISK_ML,WARNING,ML risk score: 64/100,Kiru HE Project,602532.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",64.5
TIME_OVERRUN,CRITICAL,Delayed by 39 months,Kiru HE Project,602532.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",64.5
EXPENDITURE_LAG,CRITICAL,Only 31% budget spent but 114% time elapsed,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",602535.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",40.1
TIME_OVERRUN,WARNING,Delayed by 33 months,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",602535.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",40.1
EXPENDITURE_LAG,CRITICAL,Only 38% budget spent but 96% time elapsed,Kwar HE Project,605155.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",38.4
TIME_OVERRUN,WARNING,Delayed by 16 months,Kwar HE Project,605155.0,Ministry of Power,Electricity Generation,"Jammu and
Kashmir",38.4
TIME_OVERRUN,CRITICAL,Delayed by 49 months,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],400261.0,Ministry of Power,Electricity Generation,Jharkhand,59.4
COST_ESCALATION,CRITICAL,Cost escalated by 314.9% from original,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States
(Arunachal
Pradesh, Assam)",91.5
PF_GAP,WARNING,Physical-Financial gap of -322.8%,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States
(Arunachal
Pradesh, Assam)",91.5
HIGH_RISK_ML,CRITICAL,ML risk score: 92/100,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States
(Arunachal
Pradesh, Assam)",91.5
TIME_OVERRUN,CRITICAL,Delayed by 198 months,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States
(Arunachal
Pradesh, Assam)",91.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States
(Arunachal
Pradesh, Assam)",91.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",619056.0,Ministry of Power,Electricity Generation,Odisha,38.3
TIME_OVERRUN,CRITICAL,Delayed by 66 months,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO",602181.0,Ministry of Power,Electricity Generation,Sikkim,36.9
COST_ESCALATION,CRITICAL,Cost escalated by 94.8% from original,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
PF_GAP,WARNING,Physical-Financial gap of -85.6%,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
ELEVATED_RISK_ML,WARNING,ML risk score: 79/100,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
TIME_OVERRUN,WARNING,Delayed by 30 months,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",619341.0,Ministry of Power,Electricity Generation,Telangana,25.4
COST_ESCALATION,CRITICAL,Cost escalated by 266.3% from original,Tapovan-Vishnugad HEP [4x130 MW],602185.0,Ministry of Power,Electricity Generation,Uttarakhand,93.8
PF_GAP,WARNING,Physical-Financial gap of -186.8%,Tapovan-Vishnugad HEP [4x130 MW],602185.0,Ministry of Power,Electricity Generation,Uttarakhand,93.8
HIGH_RISK_ML,CRITICAL,ML risk score: 94/100,Tapovan-Vishnugad HEP [4x130 MW],602185.0,Ministry of Power,Electricity Generation,Uttarakhand,93.8
TIME_OVERRUN,CRITICAL,Delayed by 196 months,Tapovan-Vishnugad HEP [4x130 MW],602185.0,Ministry of Power,Electricity Generation,Uttarakhand,93.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Tapovan-Vishnugad HEP [4x130 MW],602185.0,Ministry of Power,Electricity Generation,Uttarakhand,93.8
COST_ESCALATION,CRITICAL,Cost escalated by 65.9% from original,Vishnugad Pipalkoti Hydro Electric Project [444 MW],602195.0,Ministry of Power,Electricity Generation,Uttarakhand,76.5
PF_GAP,WARNING,Physical-Financial gap of -69.6%,Vishnugad Pipalkoti Hydro Electric Project [444 MW],602195.0,Ministry of Power,Electricity Generation,Uttarakhand,76.5
ELEVATED_RISK_ML,WARNING,ML risk score: 76/100,Vishnugad Pipalkoti Hydro Electric Project [444 MW],602195.0,Ministry of Power,Electricity Generation,Uttarakhand,76.5
TIME_OVERRUN,CRITICAL,Delayed by 66 months,Vishnugad Pipalkoti Hydro Electric Project [444 MW],602195.0,Ministry of Power,Electricity Generation,Uttarakhand,76.5
COST_ESCALATION,CRITICAL,Cost escalated by 107.4% from original,Rammam-III HEPP [3x40 MW],602184.0,Ministry of Power,Electricity Generation,West Bengal,85.9
